countryListID,countryList
631,"Dominican Republic, Central African Republic, Cabo Verde, Tunisia"
632,Cambodia
633,"Chad, New Zealand, Cuba, Ireland"
634,"East Timor (Timor-Leste), Haiti"
635,Trinidad and Tobago
636,Honduras
637,"Bhutan, Rwanda"
638,"Zambia, Nicaragua, Monaco, Sudan"
639,"Guatemala, Sudan, South, Finland"
640,"Moldova, Burundi, Latvia, Burkina Faso"
641,"Japan, Argentina"
642,"Czech Republic, Lebanon, Vietnam"
643,"Saudi Arabia, Congo, Democratic Republic of the, United States, Libya, Belize"
644,"El Salvador, Iraq, Oman, Kyrgyzstan"
645,"Equatorial Guinea, Liechtenstein, Panama, Vanuatu"
646,"Korea, North, Myanmar (Burma), Palau, Armenia"
647,Costa Rica
648,"Sudan, South, Azerbaijan, Malta"
649,United States
650,"Brunei, Sri Lanka, Romania, Chile"
651,Syria
652,Colombia
653,Estonia
654,Bhutan
655,"Djibouti, Andorra, Rwanda"
656,"Philippines, Central African Republic"
657,Namibia
658,"The Gambia, Serbia, Sri Lanka, Nicaragua"
659,"Angola, United Kingdom, Norway, Somalia, Egypt"
660,Nauru
661,"Liechtenstein, Laos"
662,New Zealand
663,Tonga
664,"Albania, Argentina, Honduras"
665,"Kosovo, Taiwan, Algeria, Bolivia, United Arab Emirates"
666,"Jamaica, Algeria, Yemen"
667,"Cameroon, Kenya, Guinea, The Gambia"
668,"Congo, Republic of the, El Salvador, Mongolia, Lesotho, Mozambique"
669,"Namibia, East Timor (Timor-Leste), Moldova"
670,"Bangladesh, Tonga, Switzerland, Algeria"
671,Indonesia
672,"Chad, Japan, Sri Lanka"
673,"Ukraine, Panama, Libya, Mozambique"
674,"Saint Kitts and Nevis, Maldives, Brazil, Japan, Morocco"
675,Somalia
676,"Qatar, Slovakia, Germany"
677,Botswana
678,"Vietnam, Russia"
679,"Peru, Slovakia"
680,"Eswatini, Malaysia, Saudi Arabia, Bolivia"
681,"Bolivia, Tunisia, Tuvalu, Korea, North, Sierra Leone"
682,"Kazakhstan, Congo, Republic of the, Czech Republic, Dominica, Azerbaijan"
683,Costa Rica
684,"Austria, Palau, Indonesia, Tunisia, Namibia"
685,Colombia
686,"North Macedonia, Azerbaijan"
687,"Gabon, Nepal, Poland"
688,Jordan
689,"Saint Vincent and the Grenadines, Guinea, Ecuador, Indonesia"
690,"Sweden, Vatican City, Equatorial Guinea, India, Belgium"
691,"Latvia, The Bahamas, Rwanda, Nauru, Romania"
692,"Somalia, Nauru, The Gambia, United States, Greece"
693,"Equatorial Guinea, Malaysia"
694,"Panama, Grenada, Philippines, Bangladesh, North Macedonia"
695,"Bulgaria, Iceland, Venezuela, Cuba, Sao Tome and Principe"
696,"Samoa, Argentina, Mauritania"
697,"Burkina Faso, Italy, Mozambique, India, Myanmar (Burma)"
698,Vietnam
699,"Italy, Tunisia, New Zealand"
700,Mauritius
701,Kyrgyzstan
702,Sudan
703,Burundi
704,Mauritania
705,"Russia, Lithuania, Pakistan"
706,"Lesotho, Spain"
707,"Botswana, Netherlands, Thailand, Libya, Yemen"
708,"Chad, Fiji, Slovenia, Cambodia"
709,Myanmar (Burma)
710,"Taiwan, Egypt"
711,"Bulgaria, Costa Rica, Portugal, Egypt"
712,"Dominican Republic, Pakistan, Botswana, Guinea-Bissau"
713,"Bhutan, Guyana, Belarus, Angola, Nigeria"
714,"The Gambia, Romania, Belize, Switzerland, Saint Lucia"
715,China
716,"Czech Republic, Slovenia, Congo, Democratic Republic of the, Cyprus"
717,"Bhutan, Costa Rica, Slovenia, Mauritania"
718,"Eritrea, Germany"
719,Saint Lucia
720,"East Timor (Timor-Leste), Jamaica, Lithuania, Romania"
721,"Russia, Grenada, United Kingdom, Estonia, Cameroon"
722,Russia
723,"Turkmenistan, Burkina Faso, Honduras, Trinidad and Tobago, Cabo Verde"
724,"Croatia, Estonia, Tuvalu, Bhutan"
725,"Laos, Saudi Arabia, Somalia"
726,"Central African Republic, Tonga"
727,"Yemen, Samoa, Philippines"
728,"Chile, Eswatini, Netherlands, Tunisia, Sudan"
729,"Palau, Congo, Republic of the, Bulgaria, Angola, Saudi Arabia"
730,"Austria, Madagascar, Yemen"
731,"South Africa, Haiti, Costa Rica, Solomon Islands"
732,"Vietnam, Nicaragua"
733,"Honduras, Malta, Eswatini"
734,"Chile, Tunisia"
735,"Kazakhstan, Bosnia and Herzegovina, Kyrgyzstan"
736,"Nigeria, Iceland"
737,"Germany, Nigeria, Hungary, Monaco"
738,"Bhutan, Colombia, Czech Republic"
739,"Guinea-Bissau, Central African Republic, Panama, Pakistan"
740,"Lithuania, Saudi Arabia, United Arab Emirates, Costa Rica"
741,East Timor (Timor-Leste)
742,"Ethiopia, Bhutan, United Arab Emirates"
743,"Italy, Venezuela, Yemen, San Marino, Guatemala"
744,"Oman, Slovenia, Singapore, Colombia"
745,"Côte d’Ivoire, Cuba"
746,Andorra
747,"Palau, United States, Djibouti, Switzerland, Guinea"
748,"The Bahamas, Ecuador, Iraq"
749,Portugal
750,"Italy, Paraguay, Saudi Arabia, Benin, Ireland"
751,Comoros
752,"Nicaragua, North Macedonia, Tanzania"
753,"New Zealand, Lesotho, East Timor (Timor-Leste), Nigeria"
754,"Sierra Leone, Kuwait, Kyrgyzstan, Turkey"
755,"Congo, Democratic Republic of the, Zimbabwe"
756,"El Salvador, Oman, Senegal"
757,"Iraq, Ukraine, Cambodia, China"
758,Iceland
759,"Fiji, San Marino, Chad, Kuwait"
760,Central African Republic
761,"Eswatini, Laos, Luxembourg, Saudi Arabia"
762,"Somalia, Togo, Greece, Guinea-Bissau"
763,"Kosovo, Zambia, India"
764,Burundi
765,"Estonia, Lebanon, Korea, North"
766,"Poland, Bahrain, Bhutan, China, Andorra"
767,Bosnia and Herzegovina
768,"New Zealand, Afghanistan, Saint Lucia"
769,"Sudan, Tonga, Japan, Sierra Leone"
770,Mauritania
771,"Maldives, Poland"
772,"Azerbaijan, Bahrain, Kazakhstan, Egypt"
773,Saudi Arabia
774,"Finland, Malta, Iceland, Sao Tome and Principe"
775,Tanzania
776,"Burundi, Croatia, Costa Rica, Kuwait, Georgia"
777,Senegal
778,"Czech Republic, Somalia"
779,"Nigeria, United States, Burkina Faso"
780,"Kosovo, Mauritania, Gabon, Libya"
781,"Vatican City, Benin, Afghanistan, East Timor (Timor-Leste), San Marino"
782,"Malawi, Vanuatu"
783,"Mongolia, El Salvador, Philippines, Suriname, Kenya"
784,"Oman, Canada, Cabo Verde"
785,"India, Slovenia, Cuba, Sri Lanka, Costa Rica"
786,"Indonesia, Venezuela, Haiti"
787,"Kenya, Iceland, Djibouti"
788,"Tunisia, Moldova"
789,"Benin, Saudi Arabia, Madagascar, Argentina, Zimbabwe"
790,"Papua New Guinea, Solomon Islands, Malaysia, Latvia"
791,"Comoros, Spain"
792,"Haiti, Suriname"
793,"Russia, Antigua and Barbuda, Venezuela, North Macedonia, Guatemala"
794,"Comoros, Luxembourg, Brazil, Angola"
795,"Ecuador, Andorra, Romania"
796,"Dominica, Gabon, Grenada, Tajikistan, Jordan"
797,Bolivia
798,"Myanmar (Burma), Belgium"
799,"Malta, Iceland, Korea, North"
800,Algeria
801,"Peru, Afghanistan, Iceland, Costa Rica"
802,"Saint Vincent and the Grenadines, Jordan, Burundi, Malta"
803,"Spain, Portugal, Ukraine, New Zealand"
804,"San Marino, Saint Kitts and Nevis, North Macedonia"
805,"Seychelles, Micronesia, Federated States of, Madagascar"
806,"China, Qatar"
807,"Spain, Yemen, United Arab Emirates, Lebanon, Rwanda"
808,"Belgium, Djibouti, Jamaica, San Marino, Egypt"
809,"Cabo Verde, Malta, United Arab Emirates, Korea, South, Uruguay"
810,"Chile, Jamaica, Spain, Poland"
811,"Austria, Chile, Argentina, Seychelles"
812,"Sweden, Bangladesh, East Timor (Timor-Leste), Mongolia"
813,"Qatar, Niger, Panama, Lebanon, Bosnia and Herzegovina"
814,"Seychelles, Afghanistan, Luxembourg, Maldives, Korea, North"
815,"Uganda, Honduras, Armenia"
816,"Mozambique, Vietnam, Uruguay, Ghana, Germany"
817,"Chad, Moldova"
818,"Guyana, Zimbabwe, Paraguay, Kazakhstan"
819,"Seychelles, Austria, Lesotho"
820,"Poland, Canada, Mexico, East Timor (Timor-Leste)"
821,"Saint Vincent and the Grenadines, Sudan, South, Suriname, Korea, South, Denmark"
822,"Kuwait, Congo, Democratic Republic of the"
823,"Ecuador, Mexico, Argentina"
824,"United Arab Emirates, Brunei"
825,"Mali, Brazil, Equatorial Guinea"
826,"Norway, Ireland, Somalia"
827,"Albania, Belarus, Uruguay"
828,Lebanon
829,"Cyprus, Grenada, Czech Republic, Monaco"
830,"Libya, Serbia, Bulgaria, United States, Rwanda"
831,"Micronesia, Federated States of"
832,"Djibouti, Madagascar, Pakistan, North Macedonia"
833,Saint Lucia
834,"Romania, Turkey, Tuvalu, Serbia, Maldives"
835,"Gabon, El Salvador, Liberia"
836,"Kyrgyzstan, Luxembourg, Paraguay, Panama, Guinea"
837,Côte d’Ivoire
838,Lesotho
839,"Moldova, France"
840,Chile
841,"Cameroon, Hungary, Madagascar"
842,Ecuador
843,"Mauritius, Ireland, Jamaica, Nicaragua"
844,Ethiopia
845,"Afghanistan, Qatar, Jamaica, Greece"
846,"Kiribati, Belize"
847,Austria
848,"Kiribati, Ghana, Greece"
849,"Benin, Central African Republic, Denmark, Suriname"
850,Uzbekistan
851,"Albania, Maldives, Armenia, South Africa"
852,"Namibia, Costa Rica, Cambodia"
853,"Japan, India, Nicaragua"
854,"Kenya, Kosovo, Antigua and Barbuda"
855,"Luxembourg, El Salvador"
856,"Greece, Mauritania"
857,Dominica
858,"Madagascar, Bulgaria, Namibia, Somalia, Cyprus"
859,"United States, Vietnam"
860,"Brunei, Saint Vincent and the Grenadines, Lithuania"
861,"Ecuador, Peru, Mauritania"
862,Ethiopia
863,Libya
864,"Georgia, Netherlands"
865,"Latvia, Netherlands"
866,"Barbados, Albania, Turkey, Portugal, Iraq"
867,"Malawi, Mauritania, Senegal"
868,"China, Liberia, Chad, Somalia, Serbia"
869,"New Zealand, Kazakhstan, Malawi, Tuvalu, Hungary"
870,"North Macedonia, Latvia"
871,"Cabo Verde, Dominica"
872,Djibouti
873,Tuvalu
874,Switzerland
875,"Norway, Korea, South, Croatia"
876,"Portugal, Syria, Iraq"
877,Norway
878,"France, Marshall Islands, Yemen, Austria"
879,Mauritius
880,"Estonia, Vietnam"
881,"Moldova, Côte d’Ivoire"
882,Slovakia
883,"Sweden, Congo, Democratic Republic of the, Uzbekistan"
884,"Lesotho, Mexico, Guatemala"
885,"Barbados, San Marino"
886,"Russia, Maldives, Yemen"
887,Thailand
888,"Saint Kitts and Nevis, Tuvalu, Costa Rica, Spain"
889,"Belgium, Namibia, Comoros"
890,"Guyana, Moldova, Sweden, Sao Tome and Principe, Grenada"
891,"Armenia, Haiti, Trinidad and Tobago, Belgium"
892,"Indonesia, Mozambique"
893,"Russia, Switzerland"
894,"Tunisia, Moldova, Antigua and Barbuda"
895,"Belgium, Bulgaria, Armenia, Estonia"
896,"Canada, Mauritius, Japan"
897,"Yemen, Luxembourg, Greece, Belgium"
898,"Indonesia, Sierra Leone"
899,Costa Rica
900,"Bhutan, Lebanon, Montenegro, Nicaragua, Colombia"
901,"Croatia, Saudi Arabia, Central African Republic, Iraq"
902,"Luxembourg, North Macedonia, Finland, Sudan, South"
903,"Singapore, Germany, Austria, Slovakia, Nicaragua"
904,"Portugal, Congo, Republic of the, Tunisia, Ukraine, Jamaica"
905,"Congo, Democratic Republic of the, India, Nicaragua, Ecuador"
906,"Brunei, Italy, Bolivia, Palau"
907,"Italy, Trinidad and Tobago, Mongolia, Cameroon"
908,"Morocco, Uzbekistan, Nepal"
909,Sudan
910,"Andorra, Senegal, Sierra Leone, Tuvalu"
911,"Albania, Saint Lucia, Oman"
912,Lithuania
913,"Eritrea, United Kingdom, Vatican City, Albania"
914,"Kenya, Nigeria"
915,Bhutan
916,"Algeria, New Zealand"
917,"Jamaica, Iceland, Thailand, Spain, Slovakia"
918,"Senegal, Zimbabwe, Bulgaria, Taiwan"
919,"Slovakia, Tunisia, Syria"
920,"Cabo Verde, Djibouti, Iraq"
921,"Liberia, East Timor (Timor-Leste), Nicaragua"
922,"Angola, Poland, Iran, Mauritius, Belize"
923,"Denmark, Bulgaria, Togo, North Macedonia, Seychelles"
924,Kuwait
925,"Mexico, Ghana, Nicaragua"
926,Lesotho
927,Gabon
928,"United Kingdom, Samoa, Pakistan"
929,"Belarus, Brunei"
930,"Poland, Tanzania, Latvia, Brazil"
931,"Estonia, Iraq, United States, Qatar"
932,Peru
933,"Argentina, Romania"
934,"Kazakhstan, Guinea-Bissau, Honduras, United Kingdom, Guatemala"
935,Suriname
936,Turkey
937,"Poland, Belgium, Slovakia, Canada"
938,Botswana
939,"Burundi, Ghana, Indonesia"
940,"Jordan, Botswana, Colombia, Sri Lanka, Luxembourg"
941,"Uzbekistan, Solomon Islands, Belize, Brazil, Grenada"
942,"Qatar, Kuwait, Switzerland, New Zealand, Italy"
943,"Malawi, Colombia, South Africa, Spain, Kenya"
944,"Serbia, Guinea-Bissau, Kyrgyzstan"
945,"Moldova, Dominica, Azerbaijan, The Gambia"
946,"Marshall Islands, Liberia"
947,"Ecuador, Slovenia, Djibouti, Gabon, Turkey"
948,"Equatorial Guinea, Iraq, Benin, Marshall Islands, Greece"
949,"Bangladesh, Cuba"
950,Bahrain
951,"Sweden, Saint Lucia, Congo, Republic of the, Tajikistan"
952,"Kazakhstan, Brazil, Mongolia"
953,"Sri Lanka, El Salvador"
954,"Greece, Mexico, Burkina Faso, Venezuela, Albania"
955,"Rwanda, Costa Rica, Antigua and Barbuda, Panama"
956,"Latvia, Pakistan"
957,Czech Republic
958,"Andorra, Dominica, Congo, Democratic Republic of the, Cyprus, Côte d’Ivoire"
959,"Korea, South"
960,"Cameroon, Mongolia, Syria"
961,"Trinidad and Tobago, Russia, Brazil, Tunisia, Cambodia"
962,"Paraguay, Vanuatu, Saint Lucia, Liberia"
963,"Tajikistan, Barbados"
964,"Zambia, Guyana, Botswana, Dominica, Angola"
965,"Thailand, Congo, Democratic Republic of the, Czech Republic, Sierra Leone"
966,"Malta, Belize, Bolivia, Moldova, Turkey"
967,"Myanmar (Burma), Burkina Faso, Azerbaijan, New Zealand, Mauritius"
968,"Namibia, Thailand"
969,"Bangladesh, Egypt, The Bahamas, Côte d’Ivoire"
970,"Zambia, Montenegro, Kazakhstan"
971,"Grenada, Afghanistan, Syria, Eritrea, Lesotho"
972,"Austria, Vietnam, Sweden, Armenia, China"
973,Gabon
974,"Georgia, El Salvador, Korea, North"
975,"Montenegro, Papua New Guinea, Indonesia"
976,"Seychelles, Estonia"
977,"Barbados, Paraguay, El Salvador, Angola, Luxembourg"
978,"Tanzania, Saint Vincent and the Grenadines, Dominican Republic"
979,"Nauru, Croatia"
980,"Honduras, Namibia, India, San Marino, Venezuela"
981,"Denmark, Ukraine, Saudi Arabia"
982,"Liberia, Syria"
983,"Cabo Verde, Zambia"
984,"India, Latvia, Suriname, New Zealand, Burundi"
985,"Kuwait, Mozambique, Venezuela, Lesotho"
986,"Malta, Switzerland, Mali, Panama, Burundi"
987,"Kenya, Lesotho, Vietnam"
988,"Mozambique, Sierra Leone, Taiwan, Korea, North"
989,Albania
990,"Singapore, Malawi, Niger, Nepal"
991,"Congo, Democratic Republic of the, Yemen, Romania"
992,"Jordan, Barbados, Sao Tome and Principe"
993,"Portugal, Korea, South, Honduras, Micronesia, Federated States of"
994,Turkey
995,"Thailand, Armenia, Micronesia, Federated States of, Equatorial Guinea"
996,"France, Ghana, Syria, Cameroon"
997,"Turkmenistan, Fiji, Venezuela"
998,"Denmark, Nicaragua, Honduras, Belize, Oman"
999,"Comoros, Cabo Verde"
1000,"Belize, Hungary, Venezuela, Liechtenstein, Kenya"
1001,"Guinea-Bissau, Belarus, Guinea, Eswatini, Rwanda"
1002,Dominican Republic
1003,"Ghana, Turkmenistan"
1004,Tunisia
1005,"Somalia, Comoros, Congo, Democratic Republic of the, Panama, Switzerland"
1006,"North Macedonia, Oman, Montenegro, Mexico"
1007,"Tonga, Monaco, Botswana, Mauritania, Pakistan"
1008,Belize
1009,"Kazakhstan, Samoa, Iran, Guyana"
1010,"Vietnam, Kenya, Lesotho, Mali"
1011,"Côte d’Ivoire, Tajikistan, Sao Tome and Principe, The Bahamas"
1012,"Qatar, Kenya, India"
1013,"Palau, Russia, Belgium, Marshall Islands"
1014,"Bolivia, Papua New Guinea"
1015,"Qatar, Argentina, Zimbabwe, Kazakhstan, Malta"
1016,Solomon Islands
1017,"United States, Saint Lucia, Kyrgyzstan"
1018,"Solomon Islands, Estonia"
1019,Cuba
1020,"Qatar, Panama"
1021,"Somalia, Japan"
1022,"Sweden, Peru, Belize, Maldives"
1023,"United Arab Emirates, Trinidad and Tobago"
1024,"Morocco, Bangladesh, Azerbaijan"
1025,Netherlands
1026,"Samoa, Nauru, Hungary, Madagascar, Comoros"
1027,Turkmenistan
1028,"Yemen, Sierra Leone"
1029,Guinea-Bissau
1030,"Slovakia, Belarus, Kazakhstan, Mozambique, Tonga"
1031,"Czech Republic, Cambodia, Dominican Republic, Mongolia, Estonia"
1032,Philippines
1033,France
1034,"Kazakhstan, Guinea, Romania"
1035,"Dominican Republic, Sudan, Latvia"
1036,"Estonia, Botswana"
1037,"Czech Republic, Uganda, Vanuatu"
1038,Qatar
1039,Chile
1040,Finland
1041,"Nicaragua, Kosovo, Angola, Dominican Republic, Turkmenistan"
1042,"Czech Republic, Egypt"
1043,"Mongolia, Congo, Republic of the, Namibia, Italy, Papua New Guinea"
1044,"Russia, Palau"
1045,Hungary
1046,"Bangladesh, United States, Argentina, Vatican City, Paraguay"
1047,"Burkina Faso, South Africa, Sudan, South"
1048,"Afghanistan, San Marino"
1049,"Kazakhstan, Kenya, Malawi, Sierra Leone"
1050,"Bulgaria, Russia, Togo, Bahrain"
1051,"San Marino, Georgia, Canada, Kiribati"
1052,"Saint Lucia, Spain, Ecuador, Luxembourg, Saint Kitts and Nevis"
1053,"Venezuela, Dominican Republic, Cameroon"
1054,Botswana
1055,"Bosnia and Herzegovina, Indonesia, Cambodia, Russia, Grenada"
1056,"Turkey, Somalia, Bulgaria, China, Saudi Arabia"
1057,"Tajikistan, Kosovo, Tanzania"
1058,Tuvalu
1059,"Sweden, Ukraine, Guinea-Bissau, Austria"
1060,"Poland, Côte d’Ivoire"
1061,"Eswatini, Sudan"
1062,"Congo, Democratic Republic of the, Uruguay, Vietnam, Angola, Iran"
1063,Maldives
1064,"Nepal, Jamaica"
1065,"India, Barbados, Turkmenistan, Bolivia"
1066,"Sweden, New Zealand, Côte d’Ivoire"
1067,"Korea, South"
1068,"Singapore, Vanuatu, Burundi, Philippines"
1069,Somalia
1070,"Côte d’Ivoire, Taiwan, France"
1071,"Botswana, Sri Lanka, Micronesia, Federated States of"
1072,"Suriname, Niger, Guatemala"
1073,"Bangladesh, Argentina, Cambodia, North Macedonia, Guinea-Bissau"
1074,Burkina Faso
1075,"Cabo Verde, Madagascar"
1076,"Armenia, Benin, Nauru"
1077,"Bosnia and Herzegovina, Singapore, Cyprus, Marshall Islands, Cameroon"
1078,Seychelles
1079,"Nigeria, Norway, Niger, Montenegro"
1080,"Lesotho, Switzerland, Afghanistan"
1081,"Saint Vincent and the Grenadines, Zambia, Suriname, Bulgaria"
1082,"Mexico, Maldives, Montenegro, Korea, North"
1083,"Guinea-Bissau, Kazakhstan"
1084,"Cuba, Slovakia"
1085,"Ghana, Chad, Malta, Slovakia"
1086,"Japan, Nicaragua, New Zealand, Uganda"
1087,"Sudan, South, Dominica"
1088,"Egypt, Korea, South, Congo, Republic of the"
1089,"Greece, Netherlands, Saint Vincent and the Grenadines"
1090,"Luxembourg, Serbia, Bangladesh, Monaco, Malawi"
1091,"Mexico, Chad, Zimbabwe, Congo, Democratic Republic of the, Morocco"
1092,"Djibouti, Turkmenistan, Nicaragua, Sudan"
1093,"Bulgaria, El Salvador, Iceland, Brazil, Singapore"
1094,Bolivia
1095,"Cuba, Maldives"
1096,"Liechtenstein, Cuba, Central African Republic, Paraguay, Sao Tome and Principe"
1097,"Cyprus, Estonia, Haiti, Brazil, Libya"
1098,"Germany, Egypt, Laos"
1099,Botswana
1100,"Netherlands, Switzerland"
1101,"Vietnam, Georgia, Zimbabwe"
1102,Sao Tome and Principe
1103,"Iran, Gabon"
1104,"Mauritius, Gabon, Austria"
1105,"Canada, Nepal"
1106,"Cabo Verde, San Marino"
1107,"Saint Kitts and Nevis, The Bahamas"
1108,"Andorra, Belize, Libya"
1109,"Myanmar (Burma), East Timor (Timor-Leste), Guatemala"
1110,Malaysia
1111,"Central African Republic, Romania"
1112,"Andorra, Indonesia, Iceland, Saint Vincent and the Grenadines, Bosnia and Herzegovina"
1113,"United Arab Emirates, Hungary, Brunei, Saudi Arabia, Ethiopia"
1114,"Vatican City, Iraq, Guinea-Bissau"
1115,"Denmark, Lesotho, China, Saint Lucia"
1116,"India, Tanzania, Italy, Guatemala"
1117,"Iran, Hungary, Uruguay, Tanzania"
1118,Kiribati
1119,"Estonia, Venezuela, Jamaica, Panama, Malawi"
1120,"Guatemala, Marshall Islands, Jamaica, Bangladesh, Russia"
1121,"The Bahamas, Argentina"
1122,"Russia, Kosovo"
1123,"Vatican City, Mauritius, Argentina, Marshall Islands, Tuvalu"
1124,"Tunisia, Venezuela, Bosnia and Herzegovina, Congo, Democratic Republic of the, Iraq"
1125,"Benin, Korea, North"
1126,"Rwanda, Côte d’Ivoire"
1127,"Burundi, Hungary, Benin, Serbia"
1128,"Zimbabwe, East Timor (Timor-Leste), Belize, Venezuela"
1129,"Samoa, Grenada, Peru"
1130,"Ghana, Solomon Islands, Somalia"
1131,"Romania, South Africa, Vietnam"
1132,Trinidad and Tobago
1133,"Mongolia, Norway"
1134,"Paraguay, Saint Lucia, Korea, South, Austria"
1135,Kenya
1136,"Congo, Republic of the"
1137,"Albania, Montenegro, Mozambique, Spain"
1138,Belize
1139,"Honduras, Russia"
1140,Greece
1141,"Azerbaijan, South Africa, Thailand, Bangladesh, Netherlands"
1142,Guinea-Bissau
1143,"Liberia, Saint Lucia, Senegal, China, France"
1144,"Uzbekistan, The Gambia, Cuba, Bangladesh, Grenada"
1145,Kenya
1146,Georgia
1147,"Colombia, Bangladesh, New Zealand, Brazil"
1148,"Slovenia, Switzerland, Afghanistan, Syria, China"
1149,"Bhutan, Suriname, Sri Lanka, Czech Republic"
1150,"Ghana, Argentina"
1151,Norway
1152,"El Salvador, Togo, Namibia, Chile"
1153,"Cyprus, India, Grenada, France"
1154,"United Kingdom, Bolivia, Australia, Portugal, Syria"
1155,Liberia
1156,"Malawi, Belize, Libya, Korea, South, Madagascar"
1157,Ghana
1158,"Monaco, Kenya, Sri Lanka"
1159,"Georgia, Jamaica"
1160,"Bulgaria, Slovenia, Libya, The Bahamas"
1161,"Sierra Leone, Honduras, North Macedonia, Canada"
1162,"Switzerland, Kiribati, United Arab Emirates, Australia"
1163,"Mauritania, Eswatini"
1164,"Portugal, Qatar, Georgia, Austria, Sri Lanka"
1165,"United Kingdom, Nepal, Malawi, Bolivia"
1166,"Azerbaijan, Jamaica, Sudan, Yemen, Cabo Verde"
1167,"Liberia, Ukraine, Pakistan, Micronesia, Federated States of, Gabon"
1168,"Jamaica, Cabo Verde"
1169,"Saint Vincent and the Grenadines, Bosnia and Herzegovina, Sudan"
1170,"Turkey, Solomon Islands"
1171,"The Bahamas, San Marino, Congo, Democratic Republic of the, Spain"
1172,"Iraq, Chile"
1173,"Korea, North, Samoa, Kyrgyzstan, Senegal"
1174,"Ukraine, Burkina Faso, Indonesia, United Arab Emirates"
1175,"Cabo Verde, East Timor (Timor-Leste), Suriname, Saudi Arabia, Senegal"
1176,Sao Tome and Principe
1177,"Belgium, Andorra, Sudan, India, Sri Lanka"
1178,"Pakistan, Belize, China, Solomon Islands, Italy"
1179,"Fiji, Egypt, Iraq, Nauru, Colombia"
1180,"Jamaica, Cuba, Yemen"
1181,"Denmark, Malawi"
1182,Monaco
1183,"Maldives, Congo, Democratic Republic of the, Guinea"
1184,Suriname
1185,"Luxembourg, Argentina, Malawi"
1186,"Thailand, Slovakia, Comoros, Zambia, Papua New Guinea"
1187,"Qatar, Jordan"
1188,Ukraine
1189,Ghana
1190,Libya
1191,"Bulgaria, Korea, South, Czech Republic, Argentina"
1192,"Benin, Estonia"
1193,"Ghana, El Salvador, Kyrgyzstan, Seychelles"
1194,"Laos, Sudan, Zimbabwe, Montenegro, Namibia"
1195,"United Kingdom, Seychelles, Korea, North"
1196,"Mozambique, Maldives, Tunisia, Tuvalu"
1197,"Egypt, Saudi Arabia, Canada, Congo, Democratic Republic of the"
1198,"Finland, Yemen, Madagascar, Nepal"
1199,"Central African Republic, Brazil, China, Chad, Sudan, South"
1200,"Bolivia, Luxembourg, Liberia, Tajikistan, Ukraine"
1201,"Kenya, East Timor (Timor-Leste), Micronesia, Federated States of"
1202,"Greece, Serbia"
1203,"Slovakia, Kosovo"
1204,"Netherlands, Kiribati, Qatar"
1205,"Japan, Bangladesh, Dominican Republic, Trinidad and Tobago, Mozambique"
1206,"Benin, Croatia, Fiji, Austria, Paraguay"
1207,Cuba
1208,"Nicaragua, Trinidad and Tobago"
1209,"South Africa, Central African Republic"
1210,"Grenada, Costa Rica, Finland, Spain"
1211,"Panama, Iceland, Yemen"
1212,"Palau, Germany"
1213,Togo
1214,"Dominican Republic, Sweden, Saint Kitts and Nevis, Syria, Eswatini"
1215,"Iran, Panama, Sri Lanka"
1216,"Korea, South, Philippines"
1217,"Algeria, Honduras, Saint Vincent and the Grenadines"
1218,Ukraine
1219,"Niger, Romania"
1220,Croatia
1221,"Finland, Russia, Cyprus, Liberia, Cameroon"
1222,United Arab Emirates
1223,"Namibia, Tanzania, Sudan"
1224,"Argentina, Solomon Islands, Switzerland, Benin"
1225,"Albania, Ecuador, Belgium, Brunei"
1226,Equatorial Guinea
1227,"Sri Lanka, Saudi Arabia, United States"
1228,"Grenada, Micronesia, Federated States of, The Gambia"
1229,"Chad, Sudan, South"
1230,"Guyana, Saint Vincent and the Grenadines"
1231,"Saint Lucia, Ireland"
1232,"Bolivia, Congo, Democratic Republic of the, Greece, Bangladesh"
1233,"Korea, North, Cabo Verde, Laos"
1234,"The Bahamas, Ecuador, Djibouti, Congo, Republic of the"
1235,"Venezuela, Mongolia, Tanzania"
1236,"Morocco, Mauritius, Poland"
1237,"Congo, Democratic Republic of the, Chile, Venezuela"
1238,Kyrgyzstan
1239,"Niger, Ireland, United Arab Emirates"
1240,Cuba
1241,"Jordan, Tonga, Saudi Arabia, Angola"
1242,"Bosnia and Herzegovina, Malaysia"
1243,"Haiti, Qatar"
1244,"South Africa, Cyprus, Slovenia"
1245,"Japan, Qatar"
1246,Côte d’Ivoire
1247,"France, Slovakia, Côte d’Ivoire, Sudan, South, Djibouti"
1248,"Papua New Guinea, Rwanda, Uganda, Denmark, Kyrgyzstan"
1249,Kazakhstan
1250,"Botswana, Burkina Faso"
1251,Switzerland
1252,"Mongolia, Sri Lanka, Netherlands, Egypt"
1253,"Mexico, Mali, Andorra, Hungary"
1254,"Thailand, Indonesia, Ukraine, Angola"
1255,"Turkey, Equatorial Guinea, Nicaragua, Jamaica"
1256,"Tonga, Maldives, Ireland, United Arab Emirates"
1257,"Comoros, Switzerland, Micronesia, Federated States of"
1258,Côte d’Ivoire
1259,"Afghanistan, Burundi"
1260,"Marshall Islands, Zambia, Taiwan"
1261,"Suriname, Indonesia, Montenegro, Lesotho"
1262,"Côte d’Ivoire, Gabon, Madagascar"
1263,"France, Sao Tome and Principe, Kosovo, Saint Kitts and Nevis"
